attachment_id;image_url;title;caption;credit;wp_post_title;wp_post_excerpt;wp_post_content
6453;https://kunstverein-heilbronn.de/wp-content/uploads/05-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6452;https://kunstverein-heilbronn.de/wp-content/uploads/06-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6451;https://kunstverein-heilbronn.de/wp-content/uploads/07-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6450;https://kunstverein-heilbronn.de/wp-content/uploads/08-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6449;https://kunstverein-heilbronn.de/wp-content/uploads/09-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6448;https://kunstverein-heilbronn.de/wp-content/uploads/10-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6447;https://kunstverein-heilbronn.de/wp-content/uploads/11-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6446;https://kunstverein-heilbronn.de/wp-content/uploads/12-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6445;https://kunstverein-heilbronn.de/wp-content/uploads/13-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6444;https://kunstverein-heilbronn.de/wp-content/uploads/14-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6443;https://kunstverein-heilbronn.de/wp-content/uploads/15-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6442;https://kunstverein-heilbronn.de/wp-content/uploads/16-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6441;https://kunstverein-heilbronn.de/wp-content/uploads/17-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6440;https://kunstverein-heilbronn.de/wp-content/uploads/18-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6439;https://kunstverein-heilbronn.de/wp-content/uploads/19-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6438;https://kunstverein-heilbronn.de/wp-content/uploads/20-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6437;https://kunstverein-heilbronn.de/wp-content/uploads/21-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6436;https://kunstverein-heilbronn.de/wp-content/uploads/22-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6435;https://kunstverein-heilbronn.de/wp-content/uploads/23-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6434;https://kunstverein-heilbronn.de/wp-content/uploads/24-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6433;https://kunstverein-heilbronn.de/wp-content/uploads/25-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6432;https://kunstverein-heilbronn.de/wp-content/uploads/26-David-Ostrowski-The-Critic-Kunstverein-Heilbronn-scaled.jpg;"Kunstverein Heilbronn";"David Ostrowski THE CRITIC, Kunstverein Heilbronn";"Foto: Frank Kleinbach";"Kunstverein Heilbronn";"David Ostrowski THE CRITIC";"David Ostrowski. The Critic. Installation view Kunstverein Heilbronn 2026. Photo: Frank Kleinbach"
6393;https://kunstverein-heilbronn.de/wp-content/uploads/cover_tess.jpg;cover_tess;;;cover_tess;;
